participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.4","34","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.4}","undefined","undefined","2025-04-15T14:39:35.656Z","2025-04-15T14:39:37.663Z","2007","2007","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.0","35","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T14:39:37.708Z","2025-04-15T14:39:39.527Z","1819","1819","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.0","35","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0}","undefined","undefined","2025-04-15T14:39:37.708Z","2025-04-15T14:39:39.527Z","1819","1819","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.1","36","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T14:39:39.573Z","2025-04-15T14:39:42.036Z","2463","2463","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.1","36","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.1}","undefined","undefined","2025-04-15T14:39:39.573Z","2025-04-15T14:39:42.036Z","2463","2463","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.5","37","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:39:42.092Z","2025-04-15T14:39:43.735Z","1643","1643","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.5","37","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.5}","undefined","undefined","2025-04-15T14:39:42.092Z","2025-04-15T14:39:43.735Z","1643","1643","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,1.0","38","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:39:43.780Z","2025-04-15T14:39:45.613Z","1833","1833","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,1.0","38","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":1}","undefined","undefined","2025-04-15T14:39:43.780Z","2025-04-15T14:39:45.613Z","1833","1833","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.8","39","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:39:45.658Z","2025-04-15T14:39:51.538Z","5880","5880","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.8","39","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.8}","undefined","undefined","2025-04-15T14:39:45.658Z","2025-04-15T14:39:51.538Z","5880","5880","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.78","40","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:39:51.588Z","2025-04-15T14:39:57.760Z","6172","6172","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.78","40","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.78}","undefined","undefined","2025-04-15T14:39:51.588Z","2025-04-15T14:39:57.760Z","6172","6172","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.54","41","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:39:57.807Z","2025-04-15T14:40:04.006Z","6199","6199","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.54","41","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.54}","undefined","undefined","2025-04-15T14:39:57.807Z","2025-04-15T14:40:04.006Z","6199","6199","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.34","42","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:40:04.056Z","2025-04-15T14:40:08.290Z","4234","4234","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.34","42","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.34}","undefined","undefined","2025-04-15T14:40:04.056Z","2025-04-15T14:40:08.290Z","4234","4234","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.6","43","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:40:08.338Z","2025-04-15T14:40:11.162Z","2824","2824","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.6","43","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.6}","undefined","undefined","2025-04-15T14:40:08.338Z","2025-04-15T14:40:11.162Z","2824","2824","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,1.0","44","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:40:11.204Z","2025-04-15T14:40:13.523Z","2319","2319","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,1.0","44","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":1}","undefined","undefined","2025-04-15T14:40:11.204Z","2025-04-15T14:40:13.523Z","2319","2319","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.9","45","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:40:13.568Z","2025-04-15T14:40:16.991Z","3423","3423","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.9","45","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.9}","undefined","undefined","2025-04-15T14:40:13.568Z","2025-04-15T14:40:16.991Z","3423","3423","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.58","46","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:40:17.038Z","2025-04-15T14:40:19.951Z","2913","2913","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.5,0.58","46","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.58}","undefined","undefined","2025-04-15T14:40:17.038Z","2025-04-15T14:40:19.951Z","2913","2913","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.5","47","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T14:40:19.996Z","2025-04-15T14:40:24.216Z","4220","4220","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.5","47","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.5}","undefined","undefined","2025-04-15T14:40:19.996Z","2025-04-15T14:40:24.216Z","4220","4220","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.74","48","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T14:40:24.263Z","2025-04-15T14:40:28.514Z","4251","4251","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.7,0.74","48","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.74}","undefined","undefined","2025-04-15T14:40:24.263Z","2025-04-15T14:40:28.514Z","4251","4251","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.2","49","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T14:40:28.564Z","2025-04-15T14:40:31.262Z","2698","2698","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.2","49","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.2}","undefined","undefined","2025-04-15T14:40:28.564Z","2025-04-15T14:40:31.262Z","2698","2698","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.22","50","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T14:40:31.314Z","2025-04-15T14:40:37.162Z","5848","5848","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"1f7c5f4b-3e7d-4107-9c0c-97169a57ce78","42-0.3,0.22","50","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.22}","undefined","undefined","2025-04-15T14:40:31.314Z","2025-04-15T14:40:37.162Z","5848","5848","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"31f9b894-40e0-448b-be64-7608ff8d450f","introduction","0","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-04-15T15:12:37.672Z","2025-04-15T15:12:39.525Z","1853","1853","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.4","1","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:12:39.578Z","2025-04-15T15:12:41.634Z","2056","2056","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.4","1","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.4}","undefined","undefined","2025-04-15T15:12:39.578Z","2025-04-15T15:12:41.634Z","2056","2056","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.74","2","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:12:41.684Z","2025-04-15T15:12:45.799Z","4115","4115","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.74","2","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.74}","undefined","undefined","2025-04-15T15:12:41.684Z","2025-04-15T15:12:45.799Z","4115","4115","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.72","3","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Right Image","undefined","undefined","2025-04-15T15:12:45.849Z","2025-04-15T15:12:50.724Z","4875","4875","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.72","3","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.72}","undefined","undefined","2025-04-15T15:12:45.849Z","2025-04-15T15:12:50.724Z","4875","4875","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.3,0.38","4","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:12:50.776Z","2025-04-15T15:12:55.726Z","4950","4950","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.3,0.38","4","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.38}","undefined","undefined","2025-04-15T15:12:50.776Z","2025-04-15T15:12:55.726Z","4950","4950","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.3","5","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:12:55.792Z","2025-04-15T15:12:57.622Z","1830","1830","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.3","5","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.3}","undefined","undefined","2025-04-15T15:12:55.792Z","2025-04-15T15:12:57.622Z","1830","1830","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.58","6","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:12:57.669Z","2025-04-15T15:13:00.425Z","2756","2756","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.58","6","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.58}","undefined","undefined","2025-04-15T15:12:57.669Z","2025-04-15T15:13:00.425Z","2756","2756","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.3,0.34","7","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:13:00.480Z","2025-04-15T15:13:05.061Z","4581","4581","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.3,0.34","7","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.3,""opacity_right"":0.34}","undefined","undefined","2025-04-15T15:13:00.480Z","2025-04-15T15:13:05.061Z","4581","4581","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.6","8","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:05.111Z","2025-04-15T15:13:08.978Z","3867","3867","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.6","8","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.6}","undefined","undefined","2025-04-15T15:13:05.111Z","2025-04-15T15:13:08.978Z","3867","3867","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.1","9","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:09.026Z","2025-04-15T15:13:11.677Z","2651","2651","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.1","9","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.1}","undefined","undefined","2025-04-15T15:13:09.026Z","2025-04-15T15:13:11.677Z","2651","2651","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.2","10","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:11.724Z","2025-04-15T15:13:13.804Z","2080","2080","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.2","10","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.2}","undefined","undefined","2025-04-15T15:13:11.724Z","2025-04-15T15:13:13.804Z","2080","2080","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.9","11","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:13:13.849Z","2025-04-15T15:13:15.414Z","1565","1565","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.9","11","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.9}","undefined","undefined","2025-04-15T15:13:13.849Z","2025-04-15T15:13:15.414Z","1565","1565","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.3","12","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:15.464Z","2025-04-15T15:13:17.256Z","1792","1792","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.3","12","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.3}","undefined","undefined","2025-04-15T15:13:15.464Z","2025-04-15T15:13:17.256Z","1792","1792","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.0","13","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:17.302Z","2025-04-15T15:13:19.191Z","1889","1889","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.0","13","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0}","undefined","undefined","2025-04-15T15:13:17.302Z","2025-04-15T15:13:19.191Z","1889","1889","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.52","14","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:13:19.234Z","2025-04-15T15:13:21.780Z","2546","2546","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.52","14","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.52}","undefined","undefined","2025-04-15T15:13:19.234Z","2025-04-15T15:13:21.780Z","2546","2546","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.2","15","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:21.825Z","2025-04-15T15:13:24.073Z","2248","2248","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.2","15","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.2}","undefined","undefined","2025-04-15T15:13:21.825Z","2025-04-15T15:13:24.073Z","2248","2248","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.62","16","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:24.119Z","2025-04-15T15:13:29.103Z","4984","4984","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.62","16","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.62}","undefined","undefined","2025-04-15T15:13:24.119Z","2025-04-15T15:13:29.103Z","4984","4984","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.54","17","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Right Image","Right Image","undefined","undefined","2025-04-15T15:13:29.150Z","2025-04-15T15:13:32.086Z","2936","2936","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.5,0.54","17","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.5,""opacity_right"":0.54}","undefined","undefined","2025-04-15T15:13:29.150Z","2025-04-15T15:13:32.086Z","2936","2936","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.66","18","button_selected","completed","undefined","undefined","100.00","undefined","undefined","Select the figure with higher opacity level","Left Image","Left Image","undefined","undefined","2025-04-15T15:13:32.143Z","2025-04-15T15:13:35.985Z","3842","3842","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
"31f9b894-40e0-448b-be64-7608ff8d450f","42-0.7,0.66","18","seed_L_R","completed","undefined","undefined","100.00","undefined","undefined","seed_L_R (hidden)","","{""seed"":42,""opacity_left"":0.7,""opacity_right"":0.66}","undefined","undefined","2025-04-15T15:13:32.143Z","2025-04-15T15:13:35.985Z","3842","3842","26c0fa4437181446d92461a9a4470c83d4f61bea9edfc9ebb4d27c409b62cc49"
